request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"4feca5f8-7b45-4827-9420-ccba813d62b1",GET,/,"debug=true&locale=en",,302,,,,744421537155000,744421676294300,744421684746300
"26889d4a-5533-4756-8b92-54b48b93f997",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=492,,744421724642500,744421742781400,744430599539200
"25c8da8a-b730-480f-9aa7-2daef3bca736",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,744430825790400,744430841048300,744430842973000
"b35a1b76-48e4-4b40-91cc-cf2c99e9b854",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,744430861463800,744430865645700,744430867519000
"faae9f7f-03eb-486b-98d2-9f98346e10c0",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,744430879225400,744430883360300,744430885590500
"b569d9d0-5a7a-4bb3-a09a-9d19329d70ed",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,744430898506700,744430902279800,744430904259900
"1c40186c-2cb9-44cc-9092-bd4a57b38fd5",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,744430915875300,744430920255800,744430922411100
"85e1cf78-1d00-4185-abbd-9404a0afb76e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,744430934989600,744430938847500,744430940496100
"a210ab55-0751-4f0d-aabb-80f495b5f08d",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,744430952003100,744430956665500,744430958546300
"505b45c5-b834-4cf1-9063-a174466a8c72",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,744430970930000,744430975102000,744430977217100
"d46c9f6a-5432-4c5f-972c-8fd5bb03de9e",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,744430988998900,744430997902600,744430999775100
"052a0c58-5711-465c-9f94-5ee30c536e3b",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,744431014141000,744431019125500,744431020919300
"2588a5da-7bed-4723-8823-d05746a896c5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,744431035153000,744431038975200,744431040736600
"3889d232-b68d-4f20-b26a-e17499c18022",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,744431050508400,744431054014500,744431056049400
"dd67d0dc-8cdd-4b37-9258-ec7d3bd8bff5",GET,/images/banner.png,,,200,image/png,,,744431067214300,744431071878800,744431073619500
"b82e3618-224f-4915-8294-0b146c80d93d",GET,/images/logo.png,,,200,image/png,,,744431095168000,744431099769800,744431101466500
"8f01a6b7-8e81-4835-a5d5-08279623a9ba",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,744431113117100,744431116937300,744431118571700
"0a4653c1-14c5-4a42-b155-1acada741169",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,744431132671500,744431136010400,744431137538000
"4eb06920-6ab7-4842-aca5-4562fb92b3e7",GET,/images/favicon.ico,,,200,image/x-icon,,,744431151631600,744431167010900,744431168667600
"67974aa6-281e-47ef-b4e6-086edd510200",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=494&username=",,744431177358000,744431191680600,744434180249900
